137.91406,248.81227
140.22916,248.38705
140.55989,246.87515
140.89062,245.41049
141.83556,243.85134
142.68601,242.1032
144.3869,240.26056
145.89881,238.70141
146.18229,237.09501
146.98549,235.58311
147.83594,234.30744
149.34784,233.17351
149.82031,232.60655
151.71019,231.80334
152.56064,231.04739
152.98586,229.62998
153.45833,226.9369
153.78906,224.71629
154.45052,223.58236
155.67894,223.53516
156.95461,224.4801
159.64769,225.56678
161.9628,225.80301
163.23847,224.81083
163.89992,224.19661
163.33296,222.73196
163.4747,220.84208
164.2779,219.75539
165.31733,220.22786
165.74256,219.80264
165.60082,218.57422
165.69532,217.34579
167.11273,216.21187
169.14435,215.40867
170.42002,215.55041
171.41221,215.88114
172.16816,213.18806
171.64845,212.10137
169.38059,211.81789
168.15217,211.01469
167.15998,211.01469
166.59301,211.53441
164.89212,211.01469
164.04167,210.25874
164.98662,208.32161
165.83706,206.80971
165.88426,205.77027
163.75814,203.83315
165.03381,200.99833
164.75033,198.39974
164.04162,197.26581
162.34073,196.32087
160.4981,196.27367
158.65546,196.41541
157.33255,195.8012
155.30093,195.13974
151.47392,195.42323
148.92258,193.39161
147.12719,192.91913
144.33962,192.73015
142.44974,192.06869
140.27637,191.40723
139.33143,190.08431
136.6856,188.6669
135.50442,187.91095
134.74847,189.75358
133.61454,190.79302
130.87422,191.92695
130.02377,193.29711
129.36231,193.76958
127.61417,193.72238
126.29125,194.3366
125.81878,195.0453
121.14133,194.90356
119.58218,194.90356
118.30651,195.75401
117.50331,197.54939
117.26707,199.15579
117.5978,199.67551
118.35375,199.81725
121.42481,202.32134
122.60599,203.31353
123.45643,203.07729
124.68485,203.786
124.77935,204.35296
125.77154,204.44746
127.80316,204.73094
128.70085,205.43964
129.45681,206.76256
129.92927,207.94374
130.54349,210.16435
131.72466,210.96755
133.99252,212.33771
133.85078,213.04642
132.33887,214.88905
131.11045,216.25921
130.49624,217.77112
129.64579,218.1491
129.26782,219.23578
129.12608,220.74768
129.36231,222.30683
130.02377,223.29902
130.44899,224.76368
129.88203,225.85036
127.75591,228.68518
126.66923,229.29939
125.11008,230.19709
126.05502,232.46494
126.95271,234.68555
128.32288,235.72499
129.97652,237.23689
