272.48127,84.240141
274.08489,86.111026
274.75307,190.34614
273.41674,192.8852
270.07584,193.82065
268.20497,195.9588
262.05777,197.16152
261.12233,196.89424
259.25144,199.16604
256.97965,198.89877
254.70786,201.7051
251.76789,200.50238
249.89701,199.16604
247.62521,200.36875
243.21527,199.96784
240.00803,197.82969
235.46445,197.82969
232.79176,200.10148
230.11906,200.50238
229.45089,202.37327
224.5064,205.04597
221.56644,208.2532
220.63099,211.7277
216.48831,213.33132
215.01833,211.7277
211.8111,211.86134
208.60386,209.18864
205.53026,208.78774
203.39211,207.18412
203.25847,202.77417
204.72846,199.56694
207.80205,196.49334
209.40567,195.02336
210.20748,195.42426
213.14745,193.55338
213.14745,191.94976
215.55287,191.68249
217.82466,191.68249
219.16101,191.01432
219.56192,189.54433
219.29464,187.67345
213.68198,181.25898
210.34111,180.45717
207.40115,175.77995
205.39663,171.77091
202.32303,167.8955
202.18939,166.15825
202.85757,164.95554
204.59482,163.35192
204.59482,159.47651
205.53026,158.80834
205.93117,156.00201
205.93117,154.26475
204.06028,152.66114
204.06028,150.92389
202.5903,149.45391
201.25395,149.45391
198.44762,151.85933
198.18035,153.19568
190.83044,153.32931
187.35594,148.6521
187.2223,143.97488
189.895,140.36674
188.95955,137.69404
188.42501,134.62045
188.82592,129.27506
189.895,128.20598
190.83044,127.93871
191.23135,125.80055
188.02411,124.59784
186.68776,122.32605
185.08415,120.32153
182.94599,119.25245
171.72067,110.96709
162.09897,109.63075
158.35719,106.82442
155.41723,102.41447
154.61542,95.46546
152.47726,93.995477
147.22172,91.904909
145.52083,89.448065
144.19791,89.637051
143.44196,91.526933
140.60714,91.148957
139.00074,89.353569
137.48884,89.259079
132.66964,84.439881
120.76339,84.250894
118.21205,85.101339
116.98363,83.21146
113.77083,84.817859
111.69196,81.983037
110.84152,77.352829
109.70759,76.407888
108.0067,77.163839
104.51042,76.029912
100.73065,71.588693
100.91964,68.848364
93.927082,59.493454
97.13988,56.564138
99.218749,56.375151
98.462797,54.674256
102.52604,51.650447
104.32143,47.96518
111.31399,48.05967
113.95982,49.855059
113.86532,50.422024
116.88912,50.233034
119.72395,48.437649
120.19642,43.80744
123.03124,42.106545
124.54314,40.027677
167.53794,57.981545
202.40624,39.933184
212.13913,47.587201
215.06844,46.264284
215.7299,44.941368
218.8482,46.925743
219.03719,48.910118
222.81695,51.650444
224.70683,51.461458
233.05902,56.97865
235.99898,58.181361
241.0771,58.715901
243.61616,56.845014
246.02159,57.245919
247.2243,59.784979
246.8234,62.992214
250.16426,66.466717
261.52322,74.618436
261.92412,78.62748
261.92412,81.701081
272.48127,84.240141
